stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
1,48044035,BIZKAIA ZUBIA/PUENTE BIZKAIA (1),,43.3239868576802,-3.01547359032029,2,,0,,Europe/Madrid,1,0,
2,48044070,SANTA ANA 2 (2),,43.3252297525324,-3.0133881143597,2,,0,,Europe/Madrid,1,0,
3,48044077,SANTA ANA PLAZA (3),,43.3234362312852,-3.01164511036718,2,,0,,Europe/Madrid,1,0,
4,48044054,EDUARDO COSTE (4),,43.3208897463881,-3.01153855973448,2,,0,,Europe/Madrid,1,0,
5,48044071,AMAIA 22 (5),,43.3226817460945,-3.00961488571885,2,,0,,Europe/Madrid,1,0,
6,48054049,AMAIA (ANBULATORIOA) (6),,43.3243207341624,-3.00755528474635,2,,0,,Europe/Madrid,1,0,
7,48054037,LAMIAKO (METRO) (7),,43.3215466683025,-3.00097432185437,2,,0,,Europe/Madrid,1,0,
8,48054022,ITURRIONDO (METRO LEIOA) (8),,43.3184504487174,-2.99095875230605,2,,0,,Europe/Madrid,1,0,
9,48054039,UDONDO (9),,43.3200878884178,-2.98679862472121,2,,0,,Europe/Madrid,1,0,
11,48054002,DONIBANE/SAN JUAN (KONTSERBATORIOA) (11),,43.3238242864482,-2.98298659489604,2,,0,,Europe/Madrid,1,0,
12,48054003,ELEXALDE (AUZO ETXEA/CENTRO CÍVICO) (12),,43.3257697841976,-2.98684648386946,2,,0,,Europe/Madrid,1,0,
13,48054004,ONDIZ (13),,43.3278683483071,-2.99107675321759,2,,0,,Europe/Madrid,1,0,
14,48054042,ARTATZAGANE  (FARMAZIA) (14),,43.3324776936762,-2.98897215262828,2,,0,,Europe/Madrid,1,0,
15,48054043,ALDEKOENA (15),,43.3331623387947,-2.98522880965129,2,,0,,Europe/Madrid,0,0,
16,48054013,SARRIENA (IRLANDESAS) (16),,43.3336572277818,-2.98265054127065,2,,0,,Europe/Madrid,1,0,
17,48054012,J.M. BARANDIARAN (INSTITUTUA) (17),,43.33382606513,-2.97448982899592,2,,0,,Europe/Madrid,1,0,
18,48902054,LIBAO (AROSTEGI) (18),,43.3306437986813,-2.96144070076255,2,,0,,Europe/Madrid,0,0,
20,48054032,LANGILERIA (TXOPOETA/LA CHOPERA) (20),,43.3194222766408,-2.99466706864006,2,,0,,Europe/Madrid,0,0,
21,48902055,LIBAO (AROSTEGI) (21),,43.3302298764434,-2.96230440874018,2,,0,,Europe/Madrid,0,0,
22,48054014,J.M. BARANDIARAN (INSTITUTUA) (22),,43.3338626181275,-2.97406484952044,2,,0,,Europe/Madrid,1,0,
23,48054015,SARRIENA (IRLANDESAS) (23),,43.3337833084502,-2.98276152635484,2,,0,,Europe/Madrid,0,0,
24,48054031,ELEXALDE  (UDALETXEA/AYUNTAMIENTO) (24),,43.3268413356856,-2.98690792395727,2,,0,,Europe/Madrid,0,0,
27,48054027,OTSOBARRENA (METRO LEIOA) (27),,43.3189710465245,-2.99151512505412,2,,0,,Europe/Madrid,1,0,
28,48054035,LANGILERÍA (TXOPOETA/LA CHOPERA) (28),,43.3195933631959,-2.99465472088398,2,,0,,Europe/Madrid,1,0,
29,48054036,LAMIAKO (METRO) (29),,43.3216817378386,-3.00087565828997,2,,0,,Europe/Madrid,1,0,
30,48044081,AMAIA 29 (ANBULATORIOA) (30),,43.3238344266241,-3.00841870337397,2,,0,,Europe/Madrid,1,0,
31,48054069,SANTA ANA (31),,43.3220154295677,-3.00934344841975,2,,0,,Europe/Madrid,1,0,
32,48044034,EDUARDO COSTE (32),,43.320853775564,-3.01105756406075,2,,0,,Europe/Madrid,0,0,
33,48044057,AVDA. DEL ANGEL 34 (LA VENTA) (33),,43.3614412114453,-3.01597218996019,2,,0,,Europe/Madrid,1,0,
34,48044014,MAIDAGAN (PARKEA) (34),,43.3599055368491,-3.01099579074138,2,,0,,Europe/Madrid,0,0,
35,48044084,BIDEZABAL (VENANCIOS) (35),,43.3579976208091,-3.0093974660486,2,,0,,Europe/Madrid,1,0,
36,48044046,ALGORTAKO ETORB. 47 (KASINOA) (36),,43.3481915755428,-3.01064239659844,2,,0,,Europe/Madrid,1,0,
37,48044047,ALGORTAKO ETORB. 31 (SAN IGNACIO) (37),,43.3437435159104,-3.00842096045494,2,,0,,Europe/Madrid,1,0,
38,48044048,ALGORTAKO ETORB. 17 (TXOMINTXU) (38),,43.3415823431147,-3.00945699015518,2,,0,,Europe/Madrid,1,0,
39,48044049,ALGORTAKO ETORB. 13 (REGOYOS) (39),,43.3388270049073,-3.00876583152682,2,,0,,Europe/Madrid,1,0,
40,48044032,LA AVANZADA 28 (ANTIGUO GOLF) (40),,43.3337937320628,-3.00370760780666,2,,0,,Europe/Madrid,0,0,
41,48054006,ARTATZA (SUHILTZAILEAK/BOMBEROS) (41),,43.3299937216966,-2.99650379678092,2,,0,,Europe/Madrid,1,0,
42,48054007,ONDIZ (42),,43.3274631549248,-2.99123715953505,2,,0,,Europe/Madrid,1,0,
43,48054008,ELEXALDE (SAKONETA) (43),,43.3258240265749,-2.98798132841184,2,,0,,Europe/Madrid,1,0,
44,48043028,PUENTE BUSTERRI (ATERPETXEA/ALBERGUE) (44),,43.4126312213347,-2.94287865740716,3,,0,,Europe/Madrid,1,0,
55,48054005,ARTATZA (SUHILTZAILEAK/BOMBEROS) (55),,43.3304889643688,-2.99623239843437,2,,0,,Europe/Madrid,1,0,
56,48044044,LA AVANZADA 11 (ANTIGUO GOLF) (56),,43.3344240250749,-3.0044476704143,2,,0,,Europe/Madrid,0,0,
57,48044039,ALGORTAKO ETORB. 12 (REGOYOS) (57),,43.3392376241402,-3.0086141483495,2,,0,,Europe/Madrid,1,0,
58,48044040,ALGORTAKO ETORB. 16 (TXOMINTXU) (58),,43.3420190708219,-3.00937193035602,2,,0,,Europe/Madrid,1,0,
59,48044041,ALGORTAKO ETORB. 32 (SAN IGNACIO) (59),,43.3435229289697,-3.00808164498012,2,,0,,Europe/Madrid,1,0,
60,48044042,ALGORTAKO ETORB. 74 (KASINOA) (60),,43.3480565301308,-3.01039560192441,2,,0,,Europe/Madrid,1,0,
61,48044043,TELLETXE 2 (GELTOKIA/ESTACIÓN) (61),,43.3503788764719,-3.00952572687935,2,,0,,Europe/Madrid,0,0,
62,48044055,TELLETXE 40 (62),,43.3557462660994,-3.01180356385085,2,,0,,Europe/Madrid,1,0,
63,48044056,AV. DEL ANGEL 18 (63),,43.3586092581847,-3.01619370297944,2,,0,,Europe/Madrid,1,0,
64,48902070,LEGAZPI (64),,43.3030754072107,-2.97452734913713,2,,0,,Europe/Madrid,0,0,
65,48902004,ALTZAGA (PASAIA/PASAJE) (65),,43.3036799630154,-2.9770127391672,2,,0,,Europe/Madrid,1,0,
66,48902074,ETXEGORRI (METRO) (66),,43.314287918853,-2.98446203277975,2,,0,,Europe/Madrid,1,0,
68,48902078,MEZO 32 (JUANENA) (68),,43.3166375899916,-2.98097142288748,2,,0,,Europe/Madrid,1,0,
69,48902079,MEZO 48 (SALITURRI) (69),,43.3150968835133,-2.97322230136683,2,,0,,Europe/Madrid,1,0,
70,48902080,MEZO 68-70 (BISTALAI) (70),,43.3146458292117,-2.96990524728506,2,,0,,Europe/Madrid,1,0,
71,48054001,SANTIMAMI (EROSKI) (71),,43.3191914264471,-2.9738974458716,2,,0,,Europe/Madrid,1,0,
84,48054009,DONIBANE/SAN JUAN (KONTSERBATORIOA) (84),,43.3239415329624,-2.98429393145747,2,,0,,Europe/Madrid,1,0,
85,48054010,SANTIMAMI (EROSKI) (85),,43.3185142204819,-2.97363135214921,2,,0,,Europe/Madrid,1,0,
86,48902081,MEZO 77-79 (BISTALAI) (86),,43.3150060193795,-2.9699297332721,2,,0,,Europe/Madrid,1,0,
87,48902082,MEZO 63 (SALITURRI) (87),,43.3154031426995,-2.97366611692886,2,,0,,Europe/Madrid,1,0,
88,48902084,MEZO 35 (JUANENA) (88),,43.3167193487529,-2.9809538856353,2,,0,,Europe/Madrid,0,0,
90,48902017,ETXEGORRI (METRO) (90),,43.3150182261769,-2.986133801332,2,,0,,Europe/Madrid,0,0,
91,48902010,JOSE LUIS GOIOAGA (AXPEKO DARTSENA) (91),,43.3088209669148,-2.97748429749366,2,,0,,Europe/Madrid,1,0,
92,48044058,AVDA. DEL ANGEL 47 (LA VENTA) (92),,43.361571764356,-3.01606231564327,2,,0,,Europe/Madrid,1,0,
93,48044059,AV. DEL ANGEL 23 (93),,43.358519212073,-3.01619984936962,2,,0,,Europe/Madrid,0,0,
94,48044083,BIDEZABAL (METRO) (94),,43.3568402856384,-3.01209624180944,2,,0,,Europe/Madrid,1,0,
95,48044076,BIDEZABAL (VENANCIOS) (95),,43.3578985930191,-3.00912595870858,2,,0,,Europe/Madrid,0,0,
96,48044007,OLLARETXE 33 (EL REDENTOR) (96),,43.3556377138451,-3.00687343008775,2,,0,,Europe/Madrid,1,0,
97,48044008,LOS CHOPOS 93 (GETXO I) (97),,43.35277527845,-3.00481882542379,2,,0,,Europe/Madrid,1,0,
98,48044009,LOS CHOPOS 51 (FADURA) (98),,43.3476967306713,-3.00021629357461,2,,0,,Europe/Madrid,1,0,
99,48044010,LOS CHOPOS 45 (99),,43.3434916034266,-3.00108003608626,2,,0,,Europe/Madrid,1,0,
100,48044011,LOS CHOPOS 35 (100),,43.3400969640535,-3.00208050191973,2,,0,,Europe/Madrid,1,0,
118,48044002,LOS CHOPOS 22 (118),,43.3398808573874,-3.00193121807063,2,,0,,Europe/Madrid,1,0,
119,48044003,LOS CHOPOS 40 (119),,43.3443380349318,-3.00048783664795,2,,0,,Europe/Madrid,1,0,
120,48044004,LOS CHOPOS 46 (FADURA) (120),,43.3486674188569,-3.00058398961889,2,,0,,Europe/Madrid,1,0,
121,48044005,OLLARETXE 8 (GETXO I) (121),,43.3535586712245,-3.00485590641338,2,,0,,Europe/Madrid,1,0,
122,48044006,OLLARETXE 10 (EL REDENTOR) (122),,43.3569712913615,-3.00675659399464,2,,0,,Europe/Madrid,0,0,
123,48044029,MAIDAGAN (PARKEA) (123),,43.3599145854952,-3.01052683602304,2,,0,,Europe/Madrid,0,0,
126,48020019,GRAN VÍA 6 (126),,43.2616705372877,-2.92847604409589,1,,0,,Europe/Madrid,1,0,
127,48020071,SAN JOSÉ PLAZA (ELCANO 5) (127),,43.2639985179806,-2.9356033150289,1,,0,,Europe/Madrid,1,0,
128,48020054,DEUSTUKO UNIBERTSITATEA (PIO X PLAZA) (128),,43.2709083153795,-2.94159718780084,1,,0,,Europe/Madrid,1,0,
129,48020037,SAN PEDRO PLAZA (129),,43.2719906252869,-2.94513290452239,1,,0,,Europe/Madrid,1,0,
130,48020038,BIDARTE (LEHENDAKARI AGUIRRE 42) (130),,43.2721732974433,-2.95080265085895,1,,0,,Europe/Madrid,0,0,
131,48020039,SARRIKO (LEHENDAKARI AGUIRRE 88) (131),,43.2748232383894,-2.95866614841067,1,,0,,Europe/Madrid,0,0,
132,48020040,SAN IGNACIO (LEHENDAKARI AGUIRRE 140) (132),,43.2768683409438,-2.96009005339455,1,,0,,Europe/Madrid,0,0,
133,48020041,SAN IGNACIO (LEHENDAKARI AGUIRRE 154) (133),,43.2788947770227,-2.96122246614611,1,,0,,Europe/Madrid,0,0,
134,48020042,PLAZA LEVANTE (LEHENDAKARI AGUIRRE 172) (134),,43.2817677909742,-2.96282291099506,1,,0,,Europe/Madrid,1,0,
137,48020045,LUTXANA (RIBERA DE ELORRIETA) (137),,43.2888288744861,-2.96954103193406,1,,0,,Europe/Madrid,0,0,
138,48902001,LUTXANA (138),,43.2917384675733,-2.97134698862386,2,,0,,Europe/Madrid,0,0,
139,48902032,IBAÑEZ BETOLATZA (139),,43.2954386605517,-2.96864543902776,2,,0,,Europe/Madrid,0,0,
140,48902093,PLAIABARRI (140),,43.2965997169472,-2.96673385673739,2,,0,,Europe/Madrid,0,0,
141,48902033,SARATSETA (141),,43.2989759863953,-2.96389697754867,2,,0,,Europe/Madrid,0,0,
143,48902035,SAKONI (143),,43.2997122940814,-2.95784311399132,2,,0,,Europe/Madrid,0,0,
145,48902037,ERANDIONDO (145),,43.3031600091538,-2.95507880713848,2,,0,,Europe/Madrid,0,0,
146,48902026,ASUA (LA AVANZADA 12) (146),,43.3039133638489,-2.94812434532158,2,,0,,Europe/Madrid,1,0,
147,48902027,ERANDIOGOIKOA (147),,43.3081077962531,-2.95445974994469,2,,0,,Europe/Madrid,0,0,
150,48902030,ERANDIOGOIKOA (150),,43.307247333505,-2.95316447815995,2,,0,,Europe/Madrid,1,0,
151,48902039,ASUA (MAKRO) (151),,43.3037517091918,-2.94907756007048,2,,0,,Europe/Madrid,1,0,
153,48902041,ERANDIONDO (153),,43.3021524163434,-2.95749608527303,2,,0,,Europe/Madrid,0,0,
154,48902087,SAKONI (154),,43.300315895736,-2.95864395189388,2,,0,,Europe/Madrid,0,0,
156,48902043,SARATSETA (156),,43.2988230355987,-2.96430391164819,2,,0,,Europe/Madrid,0,0,
157,48902095,PLAIABARRI (157),,43.2966627779308,-2.96683244762286,2,,0,,Europe/Madrid,0,0,
158,48902044,IBAÑEZ BETOLATZA (158),,43.2954837409191,-2.9688549904983,2,,0,,Europe/Madrid,0,0,
159,48902014,LUTXANA (159),,43.2911621496647,-2.97126096984469,2,,0,,Europe/Madrid,1,0,
160,48020046,LUTXANA (RIBERA DE ELORRIETA) (160),,43.2886577962958,-2.96957809692193,1,,0,,Europe/Madrid,1,0,
161,48020047,RIBERA DE ELORRIETA (161),,43.2841908425862,-2.96721380020944,1,,0,,Europe/Madrid,1,0,
162,48020048,PLAZA LEVANTE (LEHENDAKARI AGUIRRE 179) (162),,43.2818039053038,-2.96311869277413,1,,0,,Europe/Madrid,1,0,
163,48020050,SAN IGNACIO (LEHENDAKARI AGUIRRE 147) (163),,43.2776700062171,-2.96081666449811,1,,0,,Europe/Madrid,1,0,
164,48020114,SAN IGNACIO (LEHENDAKARI AGUIRRE 131) (164),,43.2757696568332,-2.95975802505215,1,,0,,Europe/Madrid,0,0,
165,48020051,SARRIKO (LEHENDAKARI AGUIRRE  83) (165),,43.2737608353569,-2.95759040676333,1,,0,,Europe/Madrid,0,0,
167,48020053,SAN PEDRO PLAZA (167),,43.271575353638,-2.94406548158872,1,,0,,Europe/Madrid,0,0,
168,48020055,MUSEO PLAZA (168),,43.2660615986664,-2.93742479340867,1,,0,,Europe/Madrid,1,0,
169,48020025,GRAN VÍA 45 (SOTA) (169),,43.2632698268114,-2.9368362248005,1,,0,,Europe/Madrid,1,0,
171,48020017,ABANDO (GELTOKIA/ESTACIÓN) (171),,43.2605452981241,-2.9281652736937,1,,0,,Europe/Madrid,1,0,
172,48020148,ENRIQUE IBARRETA (SANTUTXU) (172),,43.2546885165741,-2.91013613694218,1,,0,,Europe/Madrid,1,0,
173,48020159,JESUS GALINDEZ (ADORATRICES) (173),,43.2604786860544,-2.90476669507644,1,,0,,Europe/Madrid,0,0,
174,48020160,JESUS GALINDEZ (COLEGIO ALEMÁN) (174),,43.2592079627098,-2.90899106751828,1,,0,,Europe/Madrid,0,0,
175,48020149,ZABALBIDE (UR DEPOSITUA/DEPÓSITO AGUAS) (175),,43.2580389106092,-2.91096899467656,1,,0,,Europe/Madrid,0,0,
177,48020155,MAURICE RAVEL (PANERA) (177),,43.2654899868682,-2.91667535864789,1,,0,,Europe/Madrid,1,0,
178,48020156,MAURICE RAVEL (TELÉFONICA) (178),,43.2679045671705,-2.9185204178769,1,,0,,Europe/Madrid,1,0,
181,48020157,MAURICE RAVEL (BEGIRATOKIA/ MIRADOR) (181),,43.269582140692,-2.92241202701288,1,,0,,Europe/Madrid,1,0,
182,48020158,MAURICE RAVEL (TELEFÓNICA) (182),,43.2676254227563,-2.91852079020777,1,,0,,Europe/Madrid,0,0,
183,48020107,ZUMALAKARREGI (ETXEBARRIA PARKEA) (183),,43.2607162616466,-2.91485849859732,1,,0,,Europe/Madrid,1,0,
184,48020209,AYALA (184),,43.2608516330028,-2.9293148258878,1,,0,,Europe/Madrid,0,0,
186,48020173,BIZKAIA PLAZA (186),,43.260318031105,-2.93721308997879,1,,0,,Europe/Madrid,0,0,
198,48902002,RIBERA DE ERANDIO (198),,43.29660158422,-2.97393361588304,2,,0,,Europe/Madrid,0,0,
199,48902003,JOSE LUIS GOIOAGA (199),,43.2994924876788,-2.97584937510443,2,,0,,Europe/Madrid,1,0,
201,48902071,GERNIKA ETORBIDEA (TELEFÓNICA) (201),,43.3029493294747,-2.97178533700355,2,,0,,Europe/Madrid,1,0,
202,48902107,ALTZAGA IKASTOLA (202),,43.2985865529645,-2.97162227509892,2,,0,,Europe/Madrid,1,0,
203,48902057,ALTZAGA-ERANDIOGOIKOA (BASABE) (203),,43.3014133168671,-2.96898117306537,2,,0,,Europe/Madrid,0,0,
204,48902058,ALTZAGA-ERANDIOGOIKOA (ARRIAGA) (204),,43.3032449748575,-2.96622460135237,2,,0,,Europe/Madrid,1,0,
205,48902059,ALTZAGA-ERANDIGOIKOA (ARTETXE) (205),,43.3042208073799,-2.96275325484413,2,,0,,Europe/Madrid,1,0,
206,48902060,ALTZAGA-ERANDIOGOIKOA (BEITITBEKOA) (206),,43.3020002793443,-2.96010998929609,2,,0,,Europe/Madrid,1,0,
207,48902061,ALTZAGA-ERANDIOGOIKOA (URIBARRI) (207),,43.3038370597585,-2.95965259290425,2,,0,,Europe/Madrid,0,0,
208,48902062,ALTZAGA-ERANDIOGOIKOA (ELEXALDE) (208),,43.3074833075092,-2.95793614016684,2,,0,,Europe/Madrid,1,0,
211,48902046,MAGDALENABIDEA (ZABALBIDEA) (211),,43.3177332344546,-2.9657475759105,2,,0,,Europe/Madrid,0,0,
212,48902047,MAGDALENABIDEA (IBARRA) (212),,43.3215049747164,-2.96227971035963,2,,0,,Europe/Madrid,1,0,
213,48902024,MAGDALENABIDEA (IKATZA) (213),,43.3243670069299,-2.9581831318463,2,,0,,Europe/Madrid,0,0,
214,48902048,MAGDALENABIDEA (MAGDALENA) (214),,43.3258160520745,-2.95633203016962,2,,0,,Europe/Madrid,0,0,
215,48902092,MAGDALENABIDEA (ERREKURTZE) (215),,43.3292110228784,-2.95698321590361,2,,0,,Europe/Madrid,0,0,
220,48902056,MAGDALENABIDEA (ERREKURTZE) (220),,43.3291390746956,-2.95721885990443,2,,0,,Europe/Madrid,0,0,
221,48902049,MAGDALENABIDEA (MAGDALENA) (221),,43.3258431128169,-2.95645535135563,2,,0,,Europe/Madrid,0,0,
222,48902028,MAGDALENABIDEA (IKATZA) (222),,43.3243850700959,-2.95833112460083,2,,0,,Europe/Madrid,0,0,
223,48902050,MAGDALENABIDEA (IBARRA) (223),,43.3215680473873,-2.96240300326151,2,,0,,Europe/Madrid,1,0,
224,48902051,MAGDALENABIDEA (ZABALBIDEA) (224),,43.3176072489606,-2.96601155984643,2,,0,,Europe/Madrid,0,0,
227,48902065,ALTZAGA-ERANDIOGOIKOA (ELEXALDE) (227),,43.3077083953353,-2.95786200261846,2,,0,,Europe/Madrid,1,0,
228,48902066,ALTZAGA-ERANDIOGOIKOA (URIBARRI) (228),,43.3037920888095,-2.95980057782246,2,,0,,Europe/Madrid,0,0,
229,48902105,ALTZAGA-ERANDIOGOIKOA (BEITIBEKOA) (229),,43.3015677009501,-2.95909928192033,2,,0,,Europe/Madrid,1,0,
230,48902067,ALTZAGA-ERANDIOGOIKOA  (ARTETXE) (230),,43.3043508455574,-2.96278893161585,2,,0,,Europe/Madrid,1,0,
231,48902068,ALTZAGA-ERANDIOGOIKOA (ARRIAGA) (231),,43.3034657796015,-2.96688041023082,2,,0,,Europe/Madrid,1,0,
232,48902069,ALTZAGA-ERANDIOGOIKOA  (BASABE) (232),,43.3014584085249,-2.96923513015003,2,,0,,Europe/Madrid,1,0,
234,48902072,OBIETA 33 (234),,43.3041378399919,-2.97139023798285,2,,0,,Europe/Madrid,1,0,
236,48902012,JOSE LUIS GOIOAGA (236),,43.2994114715736,-2.97597022855772,2,,0,,Europe/Madrid,1,0,
237,48902110,LEGAZPI (237),,43.3032104267355,-2.97430536211264,2,,0,,Europe/Madrid,1,0,
241,48020049,SAN IGNACIO (LEHENDAKARI AGUIRRE 161) (241),,43.2793722100128,-2.961776772931,1,,0,,Europe/Madrid,0,0,
244,48020052,BIDARTE (LEHENDAKARI AGUIRRE 33) (244),,43.2719563478504,-2.9501158089068,1,,0,,Europe/Madrid,1,0,
248,48020174,ELCANO 16 (248),,43.2611070826167,-2.93396409894426,1,,0,,Europe/Madrid,1,0,
251,48036038,ZABALGANE (251),,43.2302343002718,-2.8383406984062,2,,0,,Europe/Madrid,1,0,
252,48036027,UDALETXEA/AYUNTAMIENTO (252),,43.2306983041387,-2.84181226014607,2,,0,,Europe/Madrid,1,0,
253,48036028,JUAN BAUTISTA URIARTE 27 (253),,43.2302514393998,-2.84493249859958,2,,0,,Europe/Madrid,1,0,
255,48036014,IBAIZABAL (255),,43.2317458088595,-2.85071321803172,2,,0,,Europe/Madrid,1,0,
256,48036015,BENGOETXE (256),,43.2324591610507,-2.859455273427,2,,0,,Europe/Madrid,1,0,
257,48036036,OLABARRIETA (POBLADO FIRESTONE) (257),,43.2373350486702,-2.8708487352845,2,,0,,Europe/Madrid,1,0,
258,48036016,APERRIBAI (258),,43.2404539979128,-2.87382281736429,2,,0,,Europe/Madrid,1,0,
259,48029002,KUKULLAGA (259),,43.2465466131761,-2.88776646447999,2,,0,,Europe/Madrid,1,0,
260,48020101,BOLUETA (GASOLINDEGIA/GASOLINERA) (260),,43.246900878145,-2.91184760897934,1,,0,,Europe/Madrid,1,0,
261,48036059,BENGOETXE - LA TROKA (261),,43.2331612500062,-2.85988826870269,2,,0,,Europe/Madrid,1,0,
262,48036058,BENGOETXE - LA TROKA (262),,43.2329897379461,-2.85954383283718,2,,0,,Europe/Madrid,1,0,
263,48020096,BOLUETA (GASOLINDEGIA/GASOLINERA) (263),,43.2467658363595,-2.91188488116047,1,,0,,Europe/Madrid,1,0,
264,48029001,KUKULLAGA (264),,43.2466826579735,-2.88876397857826,2,,0,,Europe/Madrid,0,0,
265,48036001,APERRIBAI (265),,43.2400037906156,-2.87384837983671,2,,0,,Europe/Madrid,1,0,
266,48036039,OLABARRIETA (POBLADO FIRESTONE) (266),,43.2372633999279,-2.87119373948732,2,,0,,Europe/Madrid,1,0,
267,48036002,BENGOETXE (267),,43.2321434207966,-2.85898802352469,2,,0,,Europe/Madrid,0,0,
268,48036003,IBAIZABAL (268),,43.2309067519782,-2.8501646670295,2,,0,,Europe/Madrid,1,0,
269,48036022,JUAN BAUTISTA URIARTE 24 (269),,43.2300456274713,-2.84522512552013,2,,0,,Europe/Madrid,1,0,
270,48036024,UDALETXEA/AYUNTAMIENTO (270),,43.2307863537792,-2.84030961840309,2,,0,,Europe/Madrid,1,0,
271,48065011,USILA INDUSTRIALDEA (271),,43.1841474357878,-2.90108561755014,3,,0,,Europe/Madrid,0,0,
272,48011013,AIXARTE BEKOA (IKASTOLA) (272),,43.204292418247,-2.89262067226681,2,,0,,Europe/Madrid,1,0,
273,48011014,SEVERO OCHOA 13 (CAJA LABORAL) (273),,43.207024139114,-2.88668241766237,2,,0,,Europe/Madrid,1,0,
274,48011015,SEVERO OCHOA  (KIROLDEGIA/POLIDEPORTIVO) (274),,43.2099315985824,-2.886594061389,2,,0,,Europe/Madrid,1,0,
275,48011016,LEPANTO  (LANBARKETA) (275),,43.2130505976166,-2.88909646376391,2,,0,,Europe/Madrid,0,0,
276,48015008,GERNIKA 53 (SAN MIGUEL) (276),,43.2185053443588,-2.88691959605444,2,,0,,Europe/Madrid,1,0,
277,48015009,GERNIKA 5 (ABARO) (277),,43.2229009686179,-2.88825349700863,2,,0,,Europe/Madrid,1,0,
278,48015001,ARTUNDUAGA (KIROLDEGIA/POLIDEPORTIVO) (278),,43.2331956437127,-2.88164585112003,2,,0,,Europe/Madrid,1,0,
279,48015021,AGIRRE LEHENDAKARIA 73 (ARIZ DORRETXEA) (279),,43.2361352821199,-2.88134445621878,2,,0,,Europe/Madrid,0,0,
280,48015033,AGIRRE LEHENDAKARIA (SAN JOSÉ IKASTETXEA) (280),,43.2372979756938,-2.88685984965034,2,,0,,Europe/Madrid,1,0,
281,48015011,KAREAGA GOIKOA 111 (UDALETXEA/AYUNTAMIENTO) (281),,43.235654320865,-2.89119807001634,2,,0,,Europe/Madrid,1,0,
282,48015012,KAREAGA GOIKOA 79 (BURRITOS) (282),,43.2379086501624,-2.89456256852052,2,,0,,Europe/Madrid,1,0,
283,48015013,KAREAGA GOIKOA 11 (EL CALERO) (283),,43.2389565641002,-2.89828158115949,2,,0,,Europe/Madrid,1,0,
284,48029014,ZUBIALDEA (EL BOQUETE) (284),,43.2443908072658,-2.9042182510433,2,,0,,Europe/Madrid,0,0,
285,48020140,METRO BOLUETA (285),,43.2471210935537,-2.90646819676605,1,,0,,Europe/Madrid,1,0,
290,48020100,METRO BOLUETA (290),,43.2466346790586,-2.9062718519697,1,,0,,Europe/Madrid,0,0,
291,48015024,ZUBIALDEA (EL BOQUETE) (291),,43.2439588473849,-2.90378399600452,2,,0,,Europe/Madrid,0,0,
292,48015003,KAREAGA GOIKOA 12 (EL CALERO) (292),,43.2384963268244,-2.89716647877301,2,,0,,Europe/Madrid,1,0,
293,48015004,KAREAGA GOIKOA 26 (BURRITOS) (293),,43.2376833224423,-2.89433510622946,2,,0,,Europe/Madrid,0,0,
294,48015005,KAREAGA GOIKOA 52 (UDALETXEA/AYUNTAMIENTO) (294),,43.2353528236805,-2.89136733273079,2,,0,,Europe/Madrid,1,0,
295,48015014,NAGUSIA (BEGIRATOKIA/MIRADOR) (295),,43.2354623005759,-2.88816872183647,2,,0,,Europe/Madrid,1,0,
296,48015015,AGIRRE LEHENDAKARIA 76 (ARIZ DORRETXEA) (296),,43.2360454699545,-2.88157124357811,2,,0,,Europe/Madrid,1,0,
297,48015002,ARTUNDUAGA (KIROLDEGIA/POLIDEPORTIVO) (297),,43.2334917370971,-2.88140254130483,2,,0,,Europe/Madrid,1,0,
298,48015006,GERNIKA 8 (ABARO) (298),,43.2235857355754,-2.88867090262743,2,,0,,Europe/Madrid,0,0,
299,48015007,GERNIKA 46 (SAN MIGUEL) (299),,43.2193703566049,-2.88748437587267,2,,0,,Europe/Madrid,1,0,
300,48011001,LEPANTO (LANBARKETA) (300),,43.2127356225857,-2.88929401431105,2,,0,,Europe/Madrid,1,0,
301,48011002,URGOITI (GELTOKIA/ESTACIÓN) (301),,43.2101323436718,-2.88827090119725,2,,0,,Europe/Madrid,0,0,
302,48011003,URGOITI (ANBULATORIOA) (302),,43.2077817866007,-2.88794897006666,2,,0,,Europe/Madrid,1,0,
303,48011004,AIXARTE BEKOA (IKASTOLA) (303),,43.2043825235177,-2.89268206202199,2,,0,,Europe/Madrid,1,0,
305,48020002,ZABALBURU (AUTONOMÍA 4) (305),,43.2573979182279,-2.93514222550715,1,,0,,Europe/Madrid,1,0,
306,48020003,AUTONOMÍA 20 (306),,43.2575255217947,-2.93791414831776,1,,0,,Europe/Madrid,1,0,
307,48020004,LA CASILLA (AUTONOMIA 50) (307),,43.2577892444424,-2.9428789661453,1,,0,,Europe/Madrid,1,0,
308,48020005,AUTONOMÍA 78 (LANTIK) (308),,43.2580432473059,-2.94813126922558,1,,0,,Europe/Madrid,1,0,
309,48020006,BASURTO OSPITALEA/ HOSPITAL BASURTO (309),,43.2599992589845,-2.95273757228272,1,,0,,Europe/Madrid,1,0,
310,48020007,OLABEAGA (AVDA. MONTEVIDEO) (310),,43.2649910322546,-2.9611987629793,1,,0,,Europe/Madrid,1,0,
